policy_id,age,customer_months,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud
860594,50,292,1992-06-23,B,100/300,500,1181.57,0,432701,MALE,College,prof-specialty,kayaking,husband,35431,-24931,2015-01-03,Vehicle Theft,?,Minor Damage,None,S3,Columbus,4,1,YES,1,3,YES,4186,502,461,3259,Mercedes,E400,2002,0
600516,27,124,1993-09-19,A,500/1000,500,1348.58,0,425382,MALE,Masters,handlers-cleaners,golf,husband,0,0,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Police,S4,Springfield,14,3,?,0,3,YES,75528,7005,7372,55929,Audi,A3,2005,0
708685,30,69,1994-08-23,A,500/1000,500,1009.83,0,473194,FEMALE,Associate,craft-repair,exercise,own-child,0,-88391,2014-12-25,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,S3,Arlington,9,1,?,1,0,NO,63684,6567,6487,51053,Dodge,Neon,2013,0
131457,51,307,2001-09-15,B,250/500,2000,1263.07,0,434012,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46276,2015-01-23,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,S3,Hillsdale,18,1,?,0,2,YES,40719,7918,7887,26073,Chevrolet,Malibu,2007,0
718558,48,301,2009-07-07,A,250/500,1000,1154.47,0,438907,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-03-09,Parked Car,?,Trivial Damage,None,S3,Columbus,6,1,?,1,2,YES,5491,915,918,3459,Saab,95,1999,0
389277,43,252,1996-01-21,A,100/300,2000,1124.87,0,448902,FEMALE,PhD,armed-forces,sleeping,wife,65194,-47084,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,S3,Northbend,17,3,NO,1,2,YES,59710,5638,11789,44746,Nissan,Pathfinder,2006,0
886584,41,216,1999-06-21,B,250/500,500,1081.86,0,630065,MALE,Associate,armed-forces,hiking,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,S1,Arlington,23,3,YES,0,0,?,51636,12357,7713,31999,Jeep,Wrangler,2006,0
377997,28,65,2009-08-26,C,100/300,500,1522.6,4000000,630890,FEMALE,College,transport-moving,skydiving,wife,0,-66830,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,S3,Hillsdale,6,3,?,2,3,NO,77805,16311,8203,53737,Honda,Civic,1999,0
634091,42,289,1997-07-15,C,100/300,2000,1106.13,0,458179,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-51609,2015-01-27,Parked Car,?,Minor Damage,None,S3,Northbrook,9,1,?,0,3,NO,5651,1241,674,4017,BMW,M5,2006,0
609090,55,453,2010-07-15,C,500/1000,2000,1144.35,0,643009,MALE,Associate,craft-repair,dancing,own-child,63522,-32656,2015-02-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,S2,Northbrook,23,1,YES,0,0,NO,54628,10892,10680,33078,Dodge,RAM,2004,0
569225,42,257,1999-11-25,B,250/500,500,1542.52,0,472600,MALE,High School,handlers-cleaners,movies,husband,0,0,2014-12-25,Single Vehicle Collision,Front Collision,Total Loss,Police,S3,Riverwood,4,1,?,1,2,YES,31258,3316,3184,25767,BMW,3 Series,2012,0
518177,25,111,2008-12-12,C,250/500,500,1391.04,4000000,619486,FEMALE,Masters,tech-support,exercise,husband,50026,0,2015-02-01,Single Vehicle Collision,Side Collision,Total Loss,Police,S4,Springfield,12,1,YES,2,3,NO,94881,15944,17333,55227,Accura,RSX,2009,0
286829,36,195,2008-10-23,C,250/500,500,1413.45,5000000,433131,FEMALE,High School,tech-support,golf,husband,0,0,2015-01-14,Parked Car,?,Trivial Damage,None,S1,Riverwood,4,1,NO,0,1,NO,4008,631,325,2810,Saab,92x,1998,0
310038,37,179,2009-03-12,B,100/300,500,1052.56,0,457342,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,S1,Springfield,3,3,NO,2,0,?,64162,11313,12053,39348,Jeep,Wrangler,2010,0
561871,43,281,1991-03-12,C,100/300,500,1447.47,0,435277,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-77653,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,S4,Hillsdale,13,1,NO,0,3,?,50381,5317,10908,38254,Toyota,Corolla,2005,0
735545,26,59,2011-08-07,A,100/300,2000,1151.44,6000000,499235,FEMALE,JD,farming-fishing,skydiving,wife,0,-55790,2015-03-09,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S4,Hillsdale,16,2,YES,1,0,NO,54250,11445,6129,36741,Ford,F150,2015,1
192528,38,176,2001-11-18,B,100/300,1000,917.46,0,448409,MALE,JD,armed-forces,movies,other-relative,72718,-50343,2015-02-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,S2,Northbrook,4,3,?,2,1,YES,55005,17508,5720,35261,Audi,A5,2005,0
924244,34,149,1994-03-02,B,250/500,500,948.76,0,437579,MALE,High School,tech-support,paintball,other-relative,47424,-63487,2015-03-04,Multi-vehicle Collision,Side Collision,Total Loss,Other,S3,Springfield,0,3,?,1,0,NO,80880,13588,14776,47856,Nissan,Pathfinder,2000,0
241406,56,397,1999-06-30,B,250/500,500,872.04,0,428728,MALE,PhD,machine-op-inspct,golf,unmarried,54644,0,2015-03-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,S5,Northbend,2,4,YES,0,2,NO,40340,5066,4723,29530,Chevrolet,Tahoe,1997,0
110076,53,328,2005-10-24,C,100/300,1000,1054.15,0,610133,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,2015-01-11,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,S2,Springfield,12,1,?,0,0,NO,79826,14852,7396,59174,Accura,MDX,2000,0
773433,32,150,2006-02-11,B,500/1000,1000,892.86,4000000,417781,FEMALE,Associate,priv-house-serv,yachting,husband,787,0,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Other,S2,Columbus,9,3,NO,2,1,?,67510,11821,11753,46375,Ford,F150,2007,0
806534,34,206,2000-06-06,B,100/300,2000,971.62,7000000,450343,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,2015-02-22,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,S1,Springfield,17,3,NO,0,3,?,45950,4078,8765,33692,Saab,93,2006,0
373863,38,204,1991-07-12,B,100/300,1000,1371.35,8000000,608622,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,S2,Arlington,12,1,NO,0,2,NO,42255,4503,4221,34688,Jeep,Wrangler,2002,1
326380,39,271,1996-07-12,A,100/300,2000,1385.23,0,599409,FEMALE,Associate,handlers-cleaners,polo,unmarried,0,-44961,2015-01-16,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,S3,Riverwood,21,1,YES,2,1,NO,88648,17214,17059,50921,Suburu,Forrestor,2005,1
614865,39,181,2007-09-11,A,250/500,500,1241.04,0,442033,MALE,JD,craft-repair,movies,unmarried,63385,-49000,2015-01-02,Single Vehicle Collision,Side Collision,Total Loss,Other,S1,Riverwood,14,1,YES,0,0,NO,47219,9128,4397,32959,Nissan,Maxima,2013,0
832318,45,277,2004-06-02,B,250/500,2000,1230.83,0,579972,MALE,JD,armed-forces,chess,unmarried,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S5,Arlington,18,1,YES,0,1,YES,56937,6219,6364,42748,BMW,3 Series,1995,1
173097,30,110,1998-01-16,B,500/1000,2000,1304.9,0,452086,FEMALE,JD,farming-fishing,video-games,wife,56696,0,2015-03-03,Multi-vehicle Collision,Rear Collision,Total Loss,Police,S3,Springfield,20,3,?,0,3,YES,45128,5125,5242,34815,Accura,MDX,2011,0
832100,43,245,1992-04-10,B,500/1000,1000,1289.01,0,465630,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39539,2015-01-15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,S3,Northbend,14,1,NO,2,1,?,72480,7338,14420,54435,Nissan,Ultima,1998,0
673708,37,187,1999-01-02,A,250/500,2000,1256.89,0,480498,FEMALE,College,machine-op-inspct,board-games,not-in-family,39606,-54723,2014-12-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,S2,Springfield,12,1,NO,0,2,YES,45738,4179,8794,32155,Dodge,Neon,2003,1
365797,40,245,2007-05-01,C,250/500,1000,1468.47,0,640723,FEMALE,JD,craft-repair,yachting,other-relative,0,-37515,2015-01-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Northbrook,16,1,YES,0,3,?,45451,4859,4994,34402,Honda,CRV,2004,0
972023,34,163,2012-12-28,B,250/500,500,871.21,6000000,465956,MALE,College,craft-repair,camping,own-child,0,-51397,2015-03-18,Single Vehicle Collision,Front Collision,Total Loss,Other,S2,Springfield,8,1,NO,1,3,YES,69978,6893,7248,57711,BMW,3 Series,2008,0
473511,42,226,2014-01-04,B,100/300,500,957.18,0,433051,MALE,JD,prof-specialty,golf,wife,36421,-72754,2015-01-29,Multi-vehicle Collision,Side Collision,Total Loss,Police,S1,Springfield,14,3,NO,2,0,NO,84082,15456,7728,61704,Saab,93,2013,0
930678,29,87,2014-09-26,B,100/300,2000,1454.14,0,628000,MALE,High School,prof-specialty,yachting,husband,70712,-64967,2015-02-02,Single Vehicle Collision,Front Collision,Minor Damage,Police,S1,Northbrook,0,1,NO,2,2,YES,62290,9767,13968,39688,Accura,MDX,2005,0
946667,40,177,2010-11-01,A,250/500,500,1417.34,4000000,472700,MALE,College,armed-forces,sleeping,unmarried,0,-55298,2015-03-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,S2,Columbus,14,3,NO,2,1,NO,45608,4737,4678,32890,Chevrolet,Silverado,2008,0
466649,42,283,2004-04-21,B,500/1000,2000,1007.48,0,470833,MALE,Masters,transport-moving,video-games,wife,0,-46844,2015-02-17,Vehicle Theft,?,Trivial Damage,None,S2,Northbrook,9,1,?,2,3,?,5170,488,949,3617,Suburu,Forrestor,2001,0
813752,38,43,2011-11-25,C,250/500,1000,1153.22,0,453728,MALE,College,prof-specialty,dancing,wife,0,0,2014-12-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,S2,Arlington,1,1,YES,0,1,YES,50842,10116,5099,38257,Nissan,Pathfinder,2005,0
426538,56,445,2005-03-22,B,100/300,2000,1395.42,0,453491,FEMALE,PhD,tech-support,hiking,own-child,37596,-48137,2015-01-20,Multi-vehicle Collision,Front Collision,Major Damage,Police,S2,Arlington,10,3,NO,2,1,?,48142,5904,5677,34781,Suburu,Impreza,2013,1
459632,37,209,1995-10-22,A,100/300,2000,1159.82,5000000,487613,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,2015-02-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,S1,Columbus,15,3,YES,0,1,?,61553,11579,10871,41728,Nissan,Ultima,1999,0
443863,29,7,2003-03-13,C,250/500,500,1268.49,4000000,627181,FEMALE,MD,transport-moving,kayaking,wife,0,-87505,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,S6,Hillsdale,2,3,?,0,2,YES,49013,11632,7318,29777,Volkswagen,Jetta,2014,0
538809,27,65,1995-10-28,B,500/1000,500,1519.54,6000000,624874,MALE,PhD,craft-repair,polo,own-child,0,-37230,2015-02-24,Vehicle Theft,?,Minor Damage,Police,S5,Northbrook,5,1,NO,0,2,YES,5031,847,847,3464,Accura,TL,2004,0
680542,40,226,2011-01-17,B,100/300,500,1088.44,4000000,428022,MALE,MD,tech-support,exercise,wife,0,-30368,2015-02-03,Vehicle Theft,?,Trivial Damage,None,S1,Hillsdale,1,1,?,2,1,NO,4801,454,925,3452,Chevrolet,Silverado,2010,0
827140,46,284,1991-02-24,B,500/1000,1000,1342.6,0,455533,MALE,Masters,craft-repair,dancing,unmarried,0,0,2015-02-07,Vehicle Theft,?,Trivial Damage,Police,S3,Northbend,4,1,NO,0,2,?,7679,640,1362,5097,Suburu,Impreza,1997,0
499607,32,110,2005-11-12,C,500/1000,2000,1134.55,0,628856,MALE,Masters,protective-serv,yachting,not-in-family,0,0,2015-03-18,Single Vehicle Collision,Rear Collision,Total Loss,Fire,S1,Columbus,14,1,NO,0,2,NO,60196,6198,6478,45348,Dodge,Neon,2006,0
411958,54,419,1994-10-28,A,100/300,1000,1310.51,0,448770,FEMALE,Masters,craft-repair,paintball,own-child,18057,0,2015-01-14,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,S3,Columbus,13,3,NO,2,3,?,60520,10244,10750,41232,Suburu,Forrestor,1997,0
616640,48,298,2001-09-01,C,100/300,1000,1460.24,0,454383,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Other,S5,Northbend,2,1,YES,1,1,YES,74837,12766,6903,54160,Saab,95,2013,0
871125,40,228,1990-02-08,A,100/300,2000,1247.78,0,592151,FEMALE,JD,sales,kayaking,not-in-family,0,-55044,2014-12-12,Single Vehicle Collision,Side Collision,Minor Damage,Other,S2,Northbend,21,1,NO,1,0,YES,68443,7372,15628,44790,Dodge,Neon,2009,0
863751,34,161,1999-10-22,A,100/300,1000,1059.06,0,428256,FEMALE,JD,priv-house-serv,cross-fit,husband,51878,-42626,2015-02-10,Multi-vehicle Collision,Side Collision,Total Loss,Other,S3,Hillsdale,18,4,?,2,3,YES,74583,13547,13371,48692,Toyota,Highlander,2005,1
457765,28,64,1990-08-05,B,250/500,1000,1801.16,0,463418,MALE,High School,other-service,basketball,own-child,0,0,2015-01-24,Vehicle Theft,?,Trivial Damage,None,S4,Hillsdale,14,1,?,0,0,?,7063,756,1425,4969,Audi,A5,1999,0
105143,41,272,2007-11-08,B,100/300,2000,1076.75,0,474189,MALE,JD,priv-house-serv,reading,unmarried,35380,-30106,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,Other,S2,Springfield,14,1,YES,0,2,?,54764,10817,10727,34652,Toyota,Highlander,2014,0
621838,36,151,2005-10-24,C,500/1000,500,988.53,0,423315,MALE,High School,transport-moving,basketball,unmarried,54235,-56767,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,S5,Arlington,5,3,?,0,3,NO,43392,4284,4441,32606,Volkswagen,Jetta,1999,0
769100,30,101,2003-03-28,A,250/500,500,518.79,0,445927,FEMALE,PhD,transport-moving,reading,own-child,47215,-57671,2015-02-08,Single Vehicle Collision,Rear Collision,Total Loss,Other,S5,Arlington,23,1,NO,2,2,NO,49330,5691,5486,38249,Mercedes,E400,2005,0
328470,35,150,1993-08-06,A,250/500,1000,883.51,0,464132,FEMALE,Associate,protective-serv,hiking,not-in-family,84185,0,2015-01-18,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,S1,Northbrook,0,1,?,0,3,?,50536,8205,7850,30918,Nissan,Maxima,1997,0
141844,40,224,1997-02-18,C,100/300,500,1448.07,0,490574,MALE,Associate,exec-managerial,base-jumping,husband,43000,0,2014-12-29,Parked Car,?,Trivial Damage,Police,S3,Northbend,20,1,?,0,2,NO,6340,1124,1098,3973,Toyota,Camry,2010,0
711041,47,285,2010-05-16,B,100/300,500,1526.66,0,486731,MALE,College,prof-specialty,exercise,own-child,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Other,S2,Northbend,8,1,NO,0,3,YES,65122,11457,11445,39850,Mercedes,ML350,2013,0
365382,20,8,2012-09-11,C,500/1000,500,986.13,0,486056,MALE,High School,handlers-cleaners,hiking,husband,0,0,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,Other,S3,Columbus,21,1,?,0,0,?,91990,14461,14615,65833,Toyota,Corolla,2012,0
493457,43,229,2007-03-08,C,500/1000,2000,1080.89,0,462365,MALE,High School,exec-managerial,cross-fit,other-relative,30113,0,2014-12-08,Multi-vehicle Collision,Front Collision,Minor Damage,Police,S1,Arlington,0,3,?,0,3,YES,54131,5273,10110,36148,BMW,M5,2011,1
681362,43,226,2006-07-05,B,250/500,2000,985.11,0,458334,MALE,College,protective-serv,reading,wife,0,-58100,2015-01-19,Multi-vehicle Collision,Front Collision,Minor Damage,Police,S6,Hillsdale,15,3,YES,2,2,YES,79567,7378,15204,56128,Audi,A3,2010,0
816240,36,163,2004-03-26,C,250/500,500,1209.6,6000000,448431,FEMALE,JD,priv-house-serv,dancing,own-child,0,-68444,2014-12-23,Single Vehicle Collision,Rear Collision,Total Loss,Fire,S1,Springfield,20,1,YES,2,3,YES,48115,4702,9761,35859,Jeep,Wrangler,2005,0
718820,44,276,1993-12-12,A,500/1000,2000,1182.54,0,586852,MALE,Associate,tech-support,reading,own-child,52387,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,S3,Northbend,22,3,?,0,1,NO,65471,6759,6699,53913,Suburu,Impreza,2012,0
622394,35,192,2000-02-14,C,500/1000,2000,1405.95,0,448007,MALE,College,other-service,sleeping,own-child,0,0,2015-02-01,Vehicle Theft,?,Trivial Damage,Police,S3,Arlington,8,1,?,2,3,YES,4875,885,459,3427,Ford,F150,2011,0
725397,53,386,2014-12-08,C,250/500,500,803.19,0,481119,MALE,Associate,sales,reading,not-in-family,24505,-37727,2015-01-14,Parked Car,?,Trivial Damage,Police,S3,Columbus,8,1,NO,0,1,NO,8659,1744,836,6313,Suburu,Legacy,2002,0
533732,45,256,2007-05-05,A,100/300,2000,715.92,0,599933,FEMALE,High School,farming-fishing,golf,own-child,47357,0,2015-03-15,Parked Car,?,Trivial Damage,None,S2,Arlington,9,1,NO,0,3,?,5275,613,570,4305,Chevrolet,Malibu,1998,0
1030384,56,431,2002-04-13,A,250/500,2000,1336.65,5000000,480937,MALE,PhD,tech-support,sleeping,other-relative,45077,-28124,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,S3,Riverwood,10,1,?,0,2,?,59360,11800,5948,41175,BMW,X5,1997,1
996490,33,165,1997-01-22,C,250/500,2000,1250.42,0,576726,FEMALE,College,exec-managerial,yachting,other-relative,88126,0,2015-01-17,Single Vehicle Collision,Rear Collision,Major Damage,Police,S1,Springfield,14,1,NO,1,2,?,67885,13604,6698,48052,Volkswagen,Passat,1996,1
824136,51,421,2015-03-08,C,250/500,1000,979.34,0,459729,MALE,PhD,machine-op-inspct,polo,not-in-family,51760,0,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Police,S3,Arlington,15,2,YES,1,3,YES,52878,7828,8009,34768,Toyota,Highlander,2003,0
337391,28,114,2003-04-13,A,250/500,500,1267.29,0,453562,FEMALE,Associate,transport-moving,yachting,unmarried,48497,-31362,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,S2,Springfield,13,2,YES,0,1,?,54885,5292,9908,39392,Suburu,Forrestor,2009,1
726233,28,129,2010-11-28,A,500/1000,1000,1904.73,0,435420,MALE,High School,other-service,golf,husband,0,-75696,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Fire,S4,Riverwood,2,1,NO,0,0,?,61491,5568,5278,49103,Chevrolet,Malibu,2003,0
504819,29,87,1990-06-16,A,250/500,2000,988.36,0,588309,FEMALE,PhD,other-service,hiking,not-in-family,43741,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Other,S2,Hillsdale,2,1,YES,1,0,YES,74804,14124,6745,57049,Accura,RSX,2007,0
551472,29,122,2002-06-29,C,250/500,500,945.2,0,437798,FEMALE,Associate,priv-house-serv,movies,husband,40273,-62049,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,Other,S1,Hillsdale,20,1,?,1,1,YES,91367,8309,8701,68425,Saab,92x,2000,0
626407,46,252,2003-08-30,B,250/500,500,1128.06,0,638946,MALE,JD,other-service,paintball,husband,58305,0,2015-02-28,Multi-vehicle Collision,Rear Collision,Total Loss,Police,S5,Columbus,19,3,YES,0,0,?,79042,12801,13213,51473,BMW,3 Series,2004,0
946239,26,105,2014-04-29,B,100/300,500,1348.05,0,458066,MALE,MD,tech-support,sleeping,husband,63250,0,2015-01-09,Multi-vehicle Collision,Front Collision,Minor Damage,Police,S1,Arlington,14,2,NO,2,2,?,39463,4218,4230,31440,Volkswagen,Passat,2010,0
1021909,25,80,2012-03-13,B,100/300,2000,1067.65,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,66887,-56356,2015-02-13,Vehicle Theft,?,Minor Damage,None,S7,Northbrook,5,1,NO,2,0,YES,6888,1320,607,5256,Toyota,Highlander,2001,0
708392,21,37,1993-02-25,C,500/1000,500,1207.23,0,432926,MALE,JD,farming-fishing,polo,not-in-family,0,0,2015-03-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,S2,Northbend,14,1,YES,0,1,YES,89230,14923,8221,59946,Suburu,Legacy,2009,1
931375,34,128,2003-02-21,A,250/500,500,1445.74,3000000,452095,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,35942,0,2015-01-03,Multi-vehicle Collision,Side Collision,Minor Damage,Police,S5,Arlington,4,3,?,2,3,YES,66892,7447,7785,54232,Suburu,Impreza,1996,0
398408,29,4,2002-06-23,B,250/500,500,1312.78,5000000,440516,MALE,High School,tech-support,exercise,other-relative,0,-80912,2015-01-23,Vehicle Theft,?,Trivial Damage,Police,S2,Hillsdale,4,1,NO,0,2,?,4376,841,418,2904,Jeep,Wrangler,2008,0
475172,45,269,2000-07-31,B,500/1000,2000,1359.29,0,466715,FEMALE,PhD,transport-moving,reading,husband,54891,-73967,2014-12-25,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,S1,Riverwood,3,3,?,1,3,NO,75330,7307,14571,56705,Nissan,Maxima,2004,1
211453,44,228,2004-09-02,A,100/300,1000,1496.29,0,623443,MALE,JD,priv-house-serv,camping,own-child,0,-21568,2015-01-05,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S2,Columbus,16,3,NO,2,0,YES,63434,6324,6452,49871,BMW,X5,2011,0
938020,40,245,2009-11-24,B,500/1000,1000,1334.22,0,632655,MALE,PhD,handlers-cleaners,camping,unmarried,37806,0,2015-03-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S7,Northbend,12,1,YES,0,2,YES,79704,7664,7440,69515,Suburu,Forrestor,1999,0
623961,33,141,1995-02-28,C,100/300,2000,1408.96,5000000,457987,FEMALE,JD,exec-managerial,cross-fit,wife,0,0,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,S5,Columbus,11,1,YES,1,3,?,85102,7044,13532,60836,Suburu,Legacy,2009,1
927937,38,45,2008-04-04,C,250/500,2000,1259.35,0,436125,MALE,High School,other-service,movies,not-in-family,75324,0,2014-12-11,Parked Car,?,Minor Damage,None,S1,Hillsdale,18,1,NO,1,0,NO,6954,661,666,5193,Jeep,Wrangler,2011,0
837246,56,445,2003-01-31,C,500/1000,2000,994.99,0,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,80309,0,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Fire,S1,Columbus,2,1,YES,2,3,NO,52915,5341,11685,40159,Nissan,Maxima,2014,0
238858,46,288,1992-04-15,B,100/300,1000,1071.1,0,428762,FEMALE,MD,exec-managerial,exercise,unmarried,53251,0,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Fire,S3,Northbend,13,3,NO,1,1,NO,51875,11209,5769,32535,Jeep,Wrangler,2015,0
271824,26,102,1997-03-29,B,500/1000,2000,896.71,0,639502,MALE,MD,sales,cross-fit,own-child,42264,0,2014-12-31,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,S2,Columbus,2,3,NO,2,3,NO,75818,14114,7271,59488,Audi,A3,1996,1
357995,30,85,1992-07-23,C,100/300,1000,1498.27,0,591650,FEMALE,College,transport-moving,reading,husband,40660,-51097,2015-03-20,Single Vehicle Collision,Side Collision,Total Loss,Fire,S2,Northbrook,3,1,NO,2,0,YES,58631,14448,0,42965,Chevrolet,Malibu,2003,0
515332,31,140,2014-05-30,B,100/300,500,1388.05,0,429560,FEMALE,College,adm-clerical,bungie-jumping,wife,98289,0,2015-02-01,Multi-vehicle Collision,Side Collision,Minor Damage,Other,S2,Columbus,4,4,?,0,0,?,62336,5459,11333,45948,Nissan,Pathfinder,2006,0
420521,31,171,2012-06-10,C,500/1000,500,1421.64,0,632379,FEMALE,High School,tech-support,exercise,own-child,69795,0,2015-01-19,Parked Car,?,Minor Damage,Police,S6,Northbrook,9,1,?,2,0,?,3967,329,658,2931,BMW,M5,1998,0
638989,63,456,2009-07-06,A,250/500,1000,1420.89,0,627553,FEMALE,MD,protective-serv,chess,own-child,85656,-49995,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Other,S6,Hillsdale,13,3,?,1,3,NO,63288,5412,11423,52253,Saab,92x,2012,1
401349,54,462,1997-12-07,A,100/300,2000,1507.8,0,586848,FEMALE,JD,craft-repair,skydiving,husband,63375,0,2015-03-14,Single Vehicle Collision,Front Collision,Major Damage,Other,S1,Riverwood,10,1,?,2,3,NO,60340,5730,12219,40646,Nissan,Maxima,2014,1
879388,30,18,2006-01-18,A,500/1000,1000,1226.79,0,453165,MALE,High School,other-service,hiking,husband,42857,-93357,2015-02-01,Vehicle Theft,?,Minor Damage,Police,S4,Hillsdale,8,1,YES,1,1,YES,7110,1222,654,5335,Nissan,Maxima,2015,0
656126,38,225,1995-09-18,B,500/1000,500,1345.78,0,628733,MALE,College,craft-repair,bungie-jumping,husband,0,0,2015-02-20,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,S1,Riverwood,11,1,NO,1,2,NO,66114,6809,14302,50104,Suburu,Forrestor,2003,0
617222,32,135,1990-12-29,B,500/1000,500,1596.3,0,464983,FEMALE,MD,other-service,yachting,own-child,37091,0,2014-12-27,Single Vehicle Collision,Side Collision,Total Loss,Fire,S4,Springfield,2,1,?,2,1,YES,62890,11890,11971,41902,BMW,3 Series,2015,0
817084,27,79,1999-05-07,C,500/1000,2000,980.75,0,450005,FEMALE,High School,adm-clerical,base-jumping,own-child,54482,-31160,2015-02-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,S1,Springfield,1,3,YES,0,0,?,66057,6787,6720,52308,Volkswagen,Passat,1995,0
294063,27,117,2012-11-20,A,250/500,2000,1075.6,0,440365,MALE,High School,machine-op-inspct,hiking,husband,91464,0,2015-02-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,S6,Riverwood,1,1,?,0,1,YES,52260,6793,6545,39315,Volkswagen,Jetta,2007,1
947736,31,135,2002-06-29,C,250/500,2000,1559.99,0,443499,MALE,JD,adm-clerical,polo,husband,57856,-44740,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Other,S2,Hillsdale,13,3,YES,0,3,YES,60928,6296,13356,46612,Dodge,RAM,2010,0
990256,29,67,2006-11-17,C,100/300,1000,1410.1,0,592064,FEMALE,MD,armed-forces,video-games,other-relative,61651,-51777,2014-12-16,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,S5,Riverwood,12,1,NO,0,3,?,65961,11294,12010,47904,Dodge,RAM,2009,0
580708,42,267,2007-04-27,C,500/1000,500,1009.6,0,490214,FEMALE,JD,transport-moving,board-games,unmarried,76178,0,2015-02-11,Multi-vehicle Collision,Side Collision,Major Damage,Fire,S2,Columbus,14,2,?,2,2,?,75596,7357,15059,49989,Nissan,Maxima,2007,1
