商品id,未来一周天均销量
贵州大方六龙手撕豆干100片包邮,0
【花生大掌柜】原味炒熟红皮花生带壳1000克,0
螺状元柳州螺蛳粉特产美食广西螺丝粉310g*5袋,0
【TG】螺之源柳州螺蛳粉310克*8包送1包元元会高配版螺蛳粉,0
三公仔风干手撕整根长鸭脖65g，够长才够味，香辣味,0
牛螺哥正宗柳州螺蛳粉水煮型300g*5袋*1箱柳州螺蛳粉方便电煮锅,0
【意小萨】煎饼粉 85g/袋 咸味/甜味装 厨房小白 秒变面点大师,0
麻辣香锅调味料火锅底料酱香辣干锅油焖小龙虾香辣蟹调料80克,0
【49元10袋】高新庄正宗铁棍山药粉条传统工艺鲜香爽口 250克每包,0
让茶无糖柠檬红茶白桃青柠果味茶饮料450ml*6瓶装/箱,0
【大窑旗舰店】大窑嘉宾橙诺汽水童年怀旧饮料500ml*8罐装 ,0
四川小凉山特色1斤装川味腊排骨,0
【爆款】酱板鸭【2袋装】320g/袋  湖南特产即食 晏老板的麻辣,0
马牙瓜子（牙签瓜子）500克原味干炒,0
在信牛肉粒网红休闲零食50g*4包,0
利人奇亚籽坚果代餐藕粉羹500克/罐 ,0
大颗粒开心果500克装/250克装开心果,0
【拍两份发80包】欢盼豆乳威化饼干30包,0
【甘源官方】甘源无壳蜂蜜核桃腰果豆果买坚果礼盒送豆果礼盒20包,0
香蕉片新货500g250g香蕉干休闲办公室小吃香蕉脆片孕妇办公室零食,0
四川凉山特色纯手工1斤装腊肉,0
10袋起拍 重庆锅主老火锅底料50g独立小包装单人份麻辣烫底料,0
特大颗粒原色无漂白袋装开心果250g*1休闲零食干果坚果年货特产,0
【刘媛媛生日专享】正大精选炸鸡吃过瘾量贩10袋装lyy,0
【YO1】叻滋滋辣肉牛肉味香辣零食大礼包年货60包,0
诺梵松露巧克力虎年聚财四口味500g礼盒装tz-1,0
【秀姐严选】甄选纯红薯粉 豫道食品 黑金版酸辣粉 135g*6桶装 ,0
傻二哥牛蹄筋酱卤肉制品12g*20/30包香辣烧烤椒麻味追剧零食,0
夏威夷果新货大颗粒奶油味净重500g250g孕妇办公室坚果零食5斤,0
【主播专属】九日韩国进口果肉果汁饮料多口味到手10罐,0
【刘媛媛专属】百事可乐无糖迷你罐迪士尼特别款200ml*10罐,0
大拓喷射调制稀奶油400g新西兰即食免打动物奶油保质期到22年4月,0
【9.9元30包素肉】乡乡嘴手撕素肉素牛排辣味零食小吃,0
【高小健专属】良品铺子良品谢礼-欢聚坚果礼2038g,0
康新牧场草原酱牛肉150g*5袋【内蒙古直发】,0
【百草味Z】坚果零食礼盒1810g（长辈的压岁钱）*2箱,0
十根起拍-烤肠原味黑椒肉肠脆地道肠脆皮香肠台湾风味热狗肠40g,0
【年货礼盒】深港年货礼盒黄油丹麦式风味曲奇饼干礼盒908克,0
【4箱59元/6箱79元】铁棍山药黑芝麻核桃桃酥 酥香不腻 500g/箱,0
【【巧师傅福利专享】】星芙冰淇淋蛋卷300g整箱,0
【小影夫妇专享】迈拿慕 清莱府 原装进口 泰国茉莉香米 真空10斤,0
哈西家甄味尚酸辣无骨鸡爪罐装500g*2罐,0
【真果集】爆浆玉米软糖408g袋 软糯不沾牙 喜糖零食 厂家直销,0
叮叮懒人菜 湘西外婆菜158g*3包 免洗免切,0
卫龙亲嘴烧辣条批发麻辣零食大小面筋混搭口味30片/100片,0
2019年冰岛普洱茶生茶玲珑饼7克 ,0
【现做现发】穗咪原味紫薯巧克力味无蔗糖麻薯球 30g/个,0
江中专为儿童研发-山楂鸡内金软糖 60g/瓶,0
【苛选推荐】拍1发3罐再送碗勺 雨子坊国风款桂花坚果藕粉500g/罐,0
【哈中联】正宗哈尔滨红肠单根真空包装85g/根*10,0
【主播专属】【9.9元10包混合口味】好吃岛山药片五种口味,0
【刘媛媛生日专享】良品铺子良品谢礼-欢聚坚果礼2038g,0
手打坚果丸子多种果仁独立包装整箱60包【YO5B】,0
【小婷专属】阿尔卑斯巧禾棒果仁巧克力味夹心米果零食小吃250g,0
Oishi 上好佳膨化零食组合装6g-7g混装共50包,0
熙贝 东北松子大颗粒罐装500克/250克袋装2.5kg,0
HN  澳谷粒  熔岩金字塔巧克力 4盒40包,0
豫道重庆小面 135g*6桶装 正宗重庆小面地道非油炸方便,0
秋水良田五常香米10斤真空包装1kg*5产地直发,0
【去吃吃零食仓专属】花生夹心巧克力拉丝能量棒嚼劲十足【80条】,0
【肆只猫咖啡】云南小粒咖啡6罐装  免费试喝3杯不满意无理由退货,0
【小贝专享】新疆炒米粉370g*3微辣中辣爆辣*3,0
老街口 奶油五香红枣多味混合口味瓜子组合500gx3袋坚果炒货零食,0
四川小凉山特色500克手工糍粑,0
新货东北松子250g/500g散装大颗粒松籽手剥开口松子坚果零食年货,0
【郝劭文专享】恒寿堂蜜炼百香果茶500g*2瓶,0
饭匹兄弟湖南农家自制香辣彩椒酱香辣下饭拌饭拌面2瓶装 268克/瓶,0
【宠粉专属】奇亚籽坚果藕粉 营养代餐500g/罐 ,0
宏源白桃果汁硬糖500g水蜜桃味结婚喜糖批发网红糖果零食,0
【仟味】口水鸡调味料50g 做凉拌凉面海鲜方便好吃懒人餐,0
【福利】热烈爆米花三合一球形奶油味焦糖味巧克力味200g,0
羊肚菌20g-50g云南特产干货包邮,0
酱板鸭湖南特产正宗辣味手撕酱板鸭零食小吃350g,0
【刘媛媛生日专享】爆款国产紫皮糖200g*4包夹心巧克力糖果年货XS,0
喵游记现烤安康鱼片80克健康海味零食舟山特产,0
橡皮糖900克混装30~40种或自选1~10种数字,0
【小贝专享】流汁大宽粉麻酱268g/红油271g 一箱6包 送一包,0
【金其好物专属】松鼠驿站颗粒坚果藕粉羹500g/罐,0
蜂蜜冻干柠檬片聚广德 柠檬片  75克/盒（AS1）,0
【爆品】聪厨湘西外婆菜250g*2包大份量实惠装免洗免切下饭菜,0
【美丽推荐】妙可蓝多奶酪棒380g*3+100g*2+40g*1+2盒奶酪杯,0
【巧师傅福利专享】星芙海盐芝士米果308g整箱休闲办公食品,0
【刘媛媛生日专享】徐福记新年定制礼盒500g 酥心糖牛轧糖沙琪玛,0
【单包折算下来仅需0.14】蟹黄味瓜子仁葵花籽休闲零食超多120包,0
【SH】德芙丝滑牛奶巧克力4.5g红色小礼盒16粒,0
小熊驾到 黄面包糠优质针型250g 客好专属,0
网红零食蔓越莓坚果雪花酥牛轧糖沙琪玛零食小吃休闲食品爆款美食,0
【直播间专享】老海公黄鱼酥  鲜香酥脆 口留余香250g/zb,0
【小燕年货节补贴】杂粮晴夹心米果棒匠心果子米酥多口味零食80根,0
《9.9元发20包》全麦薏米糕代餐糕点《拍两件发50包》,0
【小贝专享】牛武生武汉热干面包邮煮食细条干拌面168g/袋,0
QY 鱿鱼爱上虾条+鱿鱼酥 30g*8袋,0
【小杨哥专属】无为特产李老奶奶五香花生米60g+105g 组合共990g,0
【福虎迎春/约100颗】诺梵松露巧克力四口味500g礼盒装k01,0
【9.9元发20包】蔓越莓雪花酥【拍2份发50包】,0
【宛禾米线】麻酱米线（冲泡型） 河南南阳细米线 速食6桶,0
【秀姐专属】豫道食品酸辣粉 135g*6桶装 纯红薯粉方便速食6包料,0
珍选红烧料红烧肉猪蹄排骨大棒骨红烧鸡鸭鱼牛羊肉红烧酱汁120g,0
白灼汁150ml 白灼西兰花金针菇大虾蘸汁酱油捞拌汁凉拌菜,0
【200颗仅29.8元】开车上课必备！甄选香醇咖啡颗颗浓郁 超划算！,0
 纯香腰果仁粒粒佳原味大颗粒100克,0
晨爽牌广东肠粉家庭套装（粉500克+工具）3个不同套餐可选,0
500g250g芒果干袋装包邮水果干果脯散装蜜饯泰国休闲零食,0
韩世功夫 奶盖沙琪玛（水果，棉云，杏仁）320g*3,0
【限购1件】RIO/锐澳预调鸡尾酒小美好&HEYPOP二联罐褐乳喵喵盒,0
【现货速发】质凡干脆面干吃面零食方便面干脆面泡面30-100包,0
【老爹年货节宠粉 实发8包】岐山天缘醋粉270g*6袋 速食粗粮小吃,0
【源头直销】罗小乖柳州螺蛳粉1包/2包/3包/5包/8包 ,0
 【年货节推荐】一枝笔莱阳梨汁饮料245ml*10罐果汁,0
乳酸菌小口袋面包30包休闲零食小吃宿舍蛋糕早餐网红零食,0
丹心可鉴乡愁沈丹2021年新茶桂花红茶2盒共100g,0
惠农神星手撕风干鸭脖子60g/根 氮气锁鲜网红休闲小零食开袋即食,0
舌里奇亚籽全麦吐司面包1000g 整箱粗粮早餐无蔗糖【主播专享】,0
【粉丝福利】香酥无核脆枣40小包 嘎嘣脆新疆灰枣红枣,0
【小洁年货节专享】良品铺子良品谢礼-欢聚坚果礼2038g,0
大者乳酸菌饮品小白盒250ml*6盒,0
【5罐仅69元】(带芝麻)正宗琥珀核桃仁 新货 酥脆香甜,0
TEENIE THE SWEETIE/恬小主八个家庭装 全麦肉松餐包 50g/个 ,0
【刘媛媛生日专享】康师傅冰红茶年轻活力冰力十足 330ml*6瓶,0
俄罗斯进口KDV什锦系列混合糖果500g*2袋-ty,0
【肥财专属】螺之源310克8包送1包元元会高配螺蛳粉,0
【龙姐专享】经典28℃松露型速溶巧克力80g*3盒,0
福建广东台湾特色美食炒米粉专用细粉拌粉粉丝3斤5斤,0
【SH】德芙脆香米牛奶夹心巧克力192g,0
【董新尧粉丝专享】T-丹麦风味奶香曲奇56g/盒,0
【天宫院专属】度那蒜香酸甜辣/泡椒酸辣无骨鸡爪1000克B,0
菊花枸杞茶【缘来花开】决明子金银花组合 透明独立包装150g/盒,0
【悦妈专享】中原雪纯果蔬饺子粉2250g,0
滇茶-冰岛龙珠生茶8克,0
【A】银坑村夏威夷果袋装250克/500克,0
【帝师专享】2021年新米南粳46大米2.5kg糯香可口粳米农垦米业,0
【元旦狂欢】意大利进口费列罗巧克力水晶礼盒装T30粒装 ,0
手工红薯粉火锅川粉200g*5袋-dr,0
（志哥粉丝专享)两罐送玻璃碗+大金勺奇亚籽藕粉500g,0
【直播D】王小卤虎皮凤爪卤味囤货装200g*6赠鱼皮35g牛肉豆腩120g,0
吉士丁高钙大奶酪棒儿童成长营养零食14支装,0
200颗2斤爆浆果汁软糖水果夹心糖果休闲零食果味流心水果糖,0
新货坚果碧根果250g/500g袋装奶油味整箱长寿干果炒货孕妇零食,0
粉丝专享 2021年新茶 金丝皇菊 ,0
新边界新疆熟鹰嘴豆500g罐装,0
【限购1件】RIO/锐澳预调鸡尾酒小美好&HEYPOP二联罐番石榴喵喵盒,0
【小杨哥专属】美味螺螺蛳粉黄袋310克*12包装,0
【新粉浮力】传统纯手工麦芽芝麻糖空心芝麻糖麻杆灶糖500克包邮,0
问茶师 2015年福鼎白茶贡眉小金罐 25g,0
 【回味一梦】风干手撕鸭脖53g*3/6/9/15根 氮气保鲜网红小吃零食,0
【陈三废专享】李子柒螺蛳粉广西特产柳州螺蛳粉335g,0
凯凯觉得超赞的 江淮平原糯米锅巴 香脆可口 260克,0
浙梅500g/袋 加州大西梅网红袋装单颗粒,0
 【福利优选】日式蔓越莓奶香雪花酥112g/包（拍1发3）,0
【工厂直发】2021年特大碳烤熟腰果250克400克,0
推荐【百草味】坚果零食礼盒 2418g（万事顺遂）,0
【刘媛媛生日专享】汇源100%臻贵礼盒1L*5盒【口味随机】赠气泡水,0
【安琪自营】百钻无铝害迷你小油条500g*2 约50根早餐速冻半成品 ,0
[北京顺丰]【2箱】蒙牛低脂高钙牛奶利乐包250ml×16盒,0
【坚果丸子20粒】瓜子仁酥南瓜子酥糖休闲零食糖果年货,0
盛耳 冻干银耳羹10包/袋红枣桂圆莲子百合雪梨枸杞银耳羹冲泡即食,0
【品牌大促】中闽飘香冻干柠檬片75g/盒蜂蜜泡茶干片送梅森杯,0
ChaCheer/洽洽香瓜子26g*10包【活动专属】,0
【乐哥专属】荣业广东风味广式腊肠吉祥腊肠250g/包,0
【山知月】 桂花坚果藕粉羹500g*2罐,0
波比跳0脂肪油醋汁240g水煮蔬菜酱料女神汁,0
HN东方烧芝士岩烧乳酪吐司面包450g整箱早餐食品三明治零食网红,0
LING GUANG/灵光西餐厅灵光巧克力棒120根网红休闲零食220g/箱,0
南瓜子仁250g/500g袋装原味熟南瓜籽炒货散装大颗粒零食现炒新货,0
统一小当家干脆面整箱多口味混装干吃面方便面掌心脆点心面20g,0
【辉记麦田】黑钻吐司 470g,0
展艺大号葡式蛋挞皮51个 家庭烘培 【展艺自播宠粉】,0
【来吃点好的】巴西松子手剥松子500克250克2.5kg,0
周黑鸭鸭脖180g*2锁骨190g鸭掌140g 赠鸭翅160g到手五盒,0
 「陈会长严选」河南特产仲景香菇酱16g*12袋,0
【新人福利】7+10小青柑一颗  （12颗起售）,0
【A】银坑村 东北松子袋装250克/500克,0
【翻天娃】爆辣辣条组合371g通心棒魔术丝小辣片小辣棒网红麻辣,0
湘集1号湖南农家辣椒酱中辣手工制作香辣开胃双色彩椒酱268g/瓶,0
【超值2箱装】诺贝达 手撕面包羊奶卷（蛋奶味）整箱410克*2,0
【农村小媳妇专属】沂蒙山农家手工红薯粉条净重5斤包邮  不含胶,0
星球杯桶装1026g巧克力杯夹心饼干儿童零食,0
珏森惠农【菌菇鲜120g/瓶】 代替鸡精味精  0添加 炒菜煲汤提鲜,0
【尚恰】夏威夷果500g250g奶油味坚果干果夏果5斤孕妇零食组合,0
lj中闽飘香冻干蜂蜜柠檬片赠送梅森1个蜂蜜柠檬片75g/盒,0
【拍1发3，再送玻璃杯勺】恋上谷奇亚籽坚果藕粉羹500克3罐,0
【微辣】重庆佳仙老火锅底料50g独立小包装牛油麻辣懒人火锅底料,0
喜拱门河南烩面4连包实惠装143*4袋【老家味道】,0
[现做现发]冬有世家多口味散装月饼五仁5块装,0
【刘媛媛生日专享】李子柒螺蛳粉广西特产柳州螺蛳粉335g,0
爆米花三合一球形 焦糖+奶香+巧克力味（玉米100g糖50g 奶香油50g,0
【JT专享】有零有食冻干榴莲58g健康休闲零食水果干冻干榴莲脆,0
【老卢心选】每好疆来新疆特产奶油味香脆烤核桃218g*1箱,0
十根起拍-烤肠地道肠原味黑椒肉肠脆皮香肠台湾风味热狗肠40g,0
【爆款】聪厨湘西外婆菜250g大份量百搭下饭菜免洗免切,0
【炮炮唐专属】宜养针叶樱桃乳酸菌饮品100g*24瓶 黄圣依代言,0
【达人专享】【3箱】 伊利 金典纯牛奶 250ml*12盒,0
康新牧场草原酱牛肉150g*5袋 五香味,0
姚厂长严选正宗武汉热干面153克带调料武汉特产面食,0
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,0
【9.9元10包拍两份19.8发22包】好吃岛山药脆片薄片36g 5种口味！,0
【直播限定】锋味派意大利面番茄肉酱黑椒牛肉咖喱鸡意面  6盒装,0
炸小酥肉专用粉105g家商两用香酥炸肉条 裹粉 脆皮浆粉炸肉炸鱼,0
【宠粉专享】汁己AD钙乳酸菌饮品100ml*12瓶  营养AD钙 酸酸甜甜,0
【董新尧专属】椰可Yeco纤零苏打气泡水0糖0卡网红汽水 350ml*6瓶,0
【切糕王子】 新疆特产酥脆灰枣220g*箱/11袋 无核酥脆灰枣,0
喜之郎混合味90g*8袋48个休闲儿童零食果味果冻YJ,0
特级原色开心果1斤装,0
福临门 葵花籽油+玉米油节日礼盒装3.09L*2+小黑葵葵花仁油3L,0
【直播间专享】食分辣原味螺蛳粉柳州正宗300g装*8包,0
【小杨哥专属】玉米/三鲜/白菜水饺300*7＋煎饺*1虾皇*1汤圆*1,0
柚馋青柠咸香芋头片椒盐香芋片非油炸酥脆零食100克*3袋脆片,0
可比克薯片32g*5包发3-5个口味,0
东北黄金米（玉米粗粮细作）非大米 玉米再造米5斤【精选联盟】,0
达利园休闲组合大礼包1298g,0
珍豪麦【夹心米果卷】特价160包厂家直发10包40包,0
【生鲜】大别山糍粑、过年糍粑500g顺丰包邮 拍4发5,0
【龙姐专享】黑糖姜枣桂圆玫瑰花茶150g,0
韩式辣白菜1000克*1袋,0
重庆齐齐牛油火锅底料小包装一人份50g/袋,0
Siyida Food/思意达爆浆陈皮糖软糖210g/袋夹心果酱酸甜软糖零食,0
【2个装】网红千层生日水果千层新鲜制作6英寸900g组合装,0
【馋嘴阿土伯】雪媚娘蛋黄酥1箱20枚【22.9发40枚】早餐点心小吃,0
【老沧口】拿破仑蛋糕135g /*3盒,0
巧之恋菲利欧金球巧克力金沙四层夹心巧克力（23克*20条）,0
【爆款】食尚螺正宗柳州螺蛳粉（原味，实体店味道）320g/袋,0
芳妹儿黑麦全麦面包粗粮代餐低脱脂整箱1000克,0
韵达郑州发货 中源果农 新疆炒熟草本味核桃/原味纸皮  3斤精品装,0
【升级版】食尚螺正宗螺蛳粉！加浓加辣加臭/螺肉新年贺岁装340g,0
【1罐仅29包邮】山东农家自制腊八蒜 米醋泡绿蒜 腊八蒜 430g*1罐,0
推荐_【三只松鼠_坚果大礼包/欢乐款/1838g*2】MJ,0
【福利专属】伊利学生营养奶粉400g*1袋,0
【周洲专属】金鹤生态长粒王东北大米香米10斤真空包邮5kg*1袋,0
【柚子福利专享】星芙海盐芝士米果308g,0
【限量15万单】君乐宝低脂高钙成人遇见奶牛奶粉700g罐装加梦幻盖,0
老街口 焦糖山核桃火锅网红瓜子2324g葵花籽炒货厂家批发好吃零食,0
【8包装】330g萱宝家柳州螺蛳粉袋装速食广西螺丝粉特产粉丝米线,0
【热度星选】雪糕奶棒糖50支16.9儿童网红奶片【YO1】,0
【真空独立装】倒蒸地瓜干番薯干解馋软糯零食解馋不添加糖258g,0
 【尚巧厨】芝士碎条 欧澜 马苏里拉奶酪碎100g（2-10包）,0
【dd】大颗粒开心果500克装/250克装开心果,0
【热卖推荐】耶米熊麻薯小Q包120g包装 麻薯球面包团子,0
滇茶-A红茶宝塔3-5g,0
无添加高钙每日拌饭海苔碎132g*1/2袋（含12包）,0
香蕉片250g/500g袋装水果干脆片芭蕉干酥香特产孕妇儿童休闲零食,0
【拍两份发22包132根】榴莲蛋卷9包54根拍两份发132根,0
推荐_【三只松鼠_坚果大礼包/欢喜款/1320gx2】C4,0
【10包辣条】乡乡嘴懂辣派网红辣条组合独立包装,0
比利时风味焦糖饼干320g/整箱/22包/共44片,0
【刘媛媛生日专享】橘子果汁软糖400g*2包年货糖果送礼喜糖批发XS,0
舒赞手工吐司三明治切片面包早餐手撕面包666g/7大包/箱现做现发,0
【周黑鸭】周黑鸭锁鲜鸭脖180g*2锁骨190g翅160g武汉特产 s,0
【C魅严选】经典28℃松露巧克力80g/盒（拍一发三）,0
【钻爸专享】金燕耳 高山生态优质银耳70g干品孕妇老人都能吃,0
【20包19.9元】荤素两用卤炖料包！包包都是真材实料！拒绝粉末！,0
【酒仙推荐】11°孔乙己手酿陈酿特型半干黄酒500ml,0
【新品】批发 带皮腰果   袋装净重250g500g1000g,0
【怡宝补贴价】怡宝纯净水1.555L*12瓶/箱 郊游家庭饮用水newZB2,0
【刘媛媛生日专享】五谷磨房 自然锦礼活力焕发黑营养礼盒1200g,0
360g*5连包美达家大羊螺蛳粉水煮型,0
芝麻球预拌粉100g*2袋起 家用自制油炸空心大个麻团麻圆商用,0
【秀姐推荐】阿帆武汉风味热干面5人份独立包装170g（含料包）,0
手打坚果丸子瓜子酥多种果仁小包装香酥脆整箱60包,0
百食香剁椒王酱 辣椒酱香特辣下饭菜蒜蓉辣酱 128g/袋,0
【10包9.9元包邮】懒人专属十全卤肉料包  十几种香料混合 包邮！,0
湖南特产柴火烟熏腊肉2-10斤,0
【买2斤送1斤】四川豆豉1斤 原味麻辣特辣 三种口味 香辣下饭豆鼓,0
zb5【原产地直发】正宗新疆枣仁派 好吃有营养 252g/袋,0
新货每日坚果袋装250g干果混合坚果仁儿童孕妇健康零食无添加,0
【广州表哥】贵州贵宾酒酱香型53度500mL*2坛白酒 8,0
淘食尚麦丽素巧克力豆222g,0
XD【鲜达果园】泰国金枕冻榴莲果肉2斤（带核2斤）,0
胡椒猪肚鸡600g*3  叮叮懒人菜 冷冻半成品 免洗免切免调味,0
乡吧佬风味五香微辣卤鸭翅即食网红小吃办公室深夜休闲食品15g,0
 C华夏百分变态超辣鬼椒面6桶装,0
【年货必备】夏威夷果奶油味坚果零食散装干果袋装500g大颗粒,0
【索当】黑芝麻青稞丸126g/盒*2盒,0
【刘媛媛生日专享】非遗糖果组合300g*3袋大虾酥牛轧糖北京酥糖,0
恋上谷奇亚籽坚果藕粉羹500克1罐,0
【 经典五盒装】空刻意面口味自选5盒装,0
【虎年限定/约100颗】诺梵松露巧克力四口味500g礼盒装d,0
【鲜客侠】五香味13天红壳熟制 钢化蛋10枚/20枚/30枚/40枚,0
美丽家：高粱饴软糖 童年记忆 拉丝多口味饴糖 500g/包（包邮）,0
【59元6大袋】内蒙特产奶疙瘩，奶香十足，回味无穷,0
[北京顺丰]【预售最晚9号发货】纯甄草莓/蓝莓果粒酸奶200g*10包,0
【良品TOP款】良品谢礼-乐享坚果礼2063g,0
上赏墨西哥鸡肉卷奥尔良风味香辣玉米味鸡肉卷140g/个/袋方便早餐,0
辣味零食香辣酱板迷你小鸭爪休闲即食卤味小吃50g*2包,0
【工厂直发】JM网红变态超辣魔鬼椒面6桶装,0
【解压零食铺2zz】德芙丝滑牛奶巧克力手提铁盒装约15粒,0
东北松子开口红松大颗粒500g250g袋装孕妇办公室坚果干果零食5斤,0
红豆薏米仁软糖果湿气重脂肥高颜值健康期网红零食100g-500g,0
【爆款推荐】满小饱香港肥汁米线3袋装 9级酸辣 310g/包,0
【粉丝回馈】可可蜜球 早餐谷物 非油炸0脂肪380g/袋,0
【粉丝专享】荣业广式腊肠吉祥腊肠250g广东风味腊肠香肠,0
【小贝专享】王小卤虎皮凤爪200g*5+牛肉豆腩120g*1,0
【推荐】良品铺子乐享坚果礼盒1853g A,0
巴西松子袋装500g250g新货特产手剥松子坚果干果办公室零食5斤,0
白水杜康名酿寅虎年纪念酒500ml*2礼盒装（蓝色）,0
【刘媛媛生日专享】盐津铺子年货礼盒 90包共11种辣卤零食大礼包,0
巴旦木新货扁桃仁奶油巴坦木杏仁500g250g孕妇办公室坚果零食5斤,0
【朱小胖】新疆185纸皮烤核桃500g手剥薄皮原味核桃特产,0
【机器猫】奶盖沙琪玛奶香浓郁好吃不甜腻代餐休闲零食380克/盒,0
玉米浆包一份五包每包120g,0
焦糖饼干320g/22包/共44片 比利时风味焦糖饼干休闲零食独立包装,0
【阿祥推荐】 开心果原色无漂白200g/500g坚果干货炒货干果原色,0
W693 软皮白面包 酸奶风味 18个 40g/个   KRSP003 ,0
【下单送冰川咖啡杯】哥本优选 白芸豆黑咖啡2g*10支/盒,0
【刘媛媛生日专享】味品堂新鲜“0”黄桃312g*8罐,0
【推荐】红糖麻花一箱500g,0
新货开心果250g/500g干果原味无漂白坚果网红休闲小吃零食原色,0
吃嘛嘛香零食大礼包麻辣休闲食品卤味肉类年货整箱鸭脖鸭货600克,0
舌鲜坊鱼丸调料粉100g/袋（内含2包）鱼丸粉鱼丸汤炸鱼丸调料粉,0
「陈会长严选」川味香五仁瓶装油泼辣子420g,0
【7口味混合】松露巧克力椰蓉布丁提拉米苏奶油味夹心糖果500g,0
【10桶装】质凡正宗日式豚骨拉面海鲜乌冬面泡面桶装方便面整箱,0
【刘媛媛生日专享】姐馋粗粮玉米酥整箱60袋零食烘焙糕点独立包装,0
【9.9元发13袋】粗粮代餐黑麦全麦吐司【拍两份发30袋】,0
【蛋总推荐】贵州王子酒 酱香型53度 500ml*1 礼盒装,0
【良品铺子】良品谢礼-甄选聚福礼3889g年货礼盒 ,0
【回馈粉丝福利】焦糖饼干/一箱22包44片比利时风味休闲零食,0
【九岭夼】粘豆包粗粮低脂无糖精包邮100g/个黏豆包儿独立包装,0
银坑村 碧根果 奶香口味大粒袋装250克/500克2.5kg,0
【主播宠粉专享】速溶型奇亚籽坚果藕粉羹500g,0
【鸿姐粉丝专属】奇亚籽坚果藕粉500g/罐,0
牛小苗手工坚果炒货传统休闲零食小吃农家薄皮熟花生米500g*1袋,0
焖百味红烧料120g/袋红烧肉大棒骨红烧排骨调味酱料家用简餐饭,0
【达人专享】一枝笔山里红果汁245ml*10罐/整箱酸甜开胃,0
【2022首发】良品迎新年-甄选聚福礼3889g,0
【缘来花开】菊花枸杞茶决明子金银花组合120g/盒 ,0
【大富贵百货店】丹麦风味、奶香曲奇饼干56g/盒,0
牛奶➕蔓越莓  400g*2,0
开口嗨焖饭酱汁160g/袋懒人焖饭酱料家用闷饭拌饭酱(每袋2小包),0
9.9米包邮浪小贱每日坚果20g 拍一发十,0
【高小健专属】松鼠驿站颗粒坚果藕粉羹500g/罐开水直接冲泡,0
【川哥专享】金沙古酱窖龄10年 53度酱香型白酒 500ml 单瓶装,0
流云小哥酸辣无骨鸡爪500克-1000克,0
【钜惠】良品铺子乐享坚果礼盒2063g ,0
【启航精选】螺之源柳州螺蛳粉310克8包送1个螺蛳勺,0
【翁粉专享 买2斤送1斤】四川原味麻辣特辣豆豉500g下饭豆豉酱料,0
Light So益生菌胶原蛋白果冻90g/盒 两盒,0
【粉丝专享】臻邦原切牛肉粒休闲零食即食熟食小吃20g 7包,0
【郝劭文专享】蔡林记创始品牌武汉热干面5袋 ,0
【宛禾米线专享】升级麻酱米线（水煮型）南阳特色细米线243g/袋,0
【21年10月新米】柬埔寨茉莉香米10斤原粮进口优质精选长粒香米,0
【小燕年货节补贴】坚果丸子60个左右！,0
【阿祖婆专属】毛毛先森网红三角奶酪面包即食点心110g/个,0
【刘媛媛生日专享】特仑苏纯牛奶250ml*12包*3箱+纯甄酸奶*16包,0
【拍一发六】丹麦风味奶香曲奇饼干56g/盒,0
推荐_【三只松鼠_坚果大礼包/欢悦款/2831g】-WY,0
【到手2袋】皇家小虎小胖子油条 无铝害早餐面食  500g/袋-油条,0
【媛媛生日专享】预售1月10日发货小牛有约原制奶酪棒100g*10袋,0
【49元10包】正宗高新庄铁棍山药粉条,0
a回头客黑豪夹馅吐司400g零食点心美味营养糕点,0
【柒哥严选】沂蒙公社山楂甜甜圈22g*20支+小熊果粒糕18g*20支,0
蜀中桃子姐卤味调料300克装五香味香辣味家庭卤料包,0
爆浆果汁软糖水果高颜值夹心少女糖果零食结婚宴喜糖【200颗2斤】,0
【总裁推荐】5大箱精选面包加饼干美味超乎你想象1800g,0
【总裁推荐】四款精选面包饼干中欧结合1450g,0
网红零食推荐台湾风味米饼（海苔味）【咸蛋黄味】拍两件发50包,0
【宸泽专享】元气满满纯坚果礼盒1646g,0
【不加糖倒蒸干家庭装】农家自制倒蒸红薯干地瓜干150g-1000g,0
（拉飞哥推荐）西班牙安徒生小天鹅干红葡萄酒750ml,0
【浩麦】开心果3斤/500g/250g原色无漂白炒货新货坚果干果零食,0
肖叔叔螺蛳粉柳州正宗螺狮粉广西特产螺丝粉330g*3袋方便速食米线,0
源氏大辣片 甜辣 68克/包 老式辣片豆制品网红辣条,0
宠粉福利-牛油火锅底料小包装50g,0
【粉丝专享】乐能仕海南特种兵 生榨椰子汁 310ml*6瓶,0
川秀高活性干酵母粉馒头包子面包花卷耐高糖多用型5g/袋,0
低卡博士慢碳水荞麦方便面低钠非油炸粗粮面每袋60克共10袋,0
【圣福记】 高粱饴软糖 拉丝水果糖 500g/袋,0
林家铺子 糖水黄桃水果罐头 425g*6罐 整箱,0
【年货节第二份半价】99元3斤 炭烤鱿鱼仔  开袋即食 500g/斤,0
【致选商贸】面呷面开封小吃金汤牛肉面118g*6桶,0
主播推荐【粉丝福利】10包每日坚果20克左右/包混合坚果零食休闲,0
【主播专享】丹麦风味 经典奶香曲奇饼干56g/盒（拍一发六）,0
鸡蛋灌饼90克*20片 健康早餐面饼皮饼胚家用速食懒人食品闪电发货,0
